timestamp_ms,70886b1235d7,70886b125971,70886b123735
1649094868622.0002,0,0.766,0.266
1649095168622.0002,0.133,0.866,0.4
1649095468622.0002,0.1,0.9,0.333
1649095768622.0002,0,0.6,0.366
1649096068622.0002,0.033,0.366,0.3
1649096368622.0002,0.066,0.433,0.1
1649096668622.0002,0.133,0.433,0.1
1649096968622.0002,0,0.172,0.25
1649097268622.0002,0.071,0.241,0.214
1649097568622.0002,0.166,0.233,0.366
1649097868622.0002,0.066,0.133,0.166
1649098168622.0002,0.2,0.1,0.233
1649098468622.0002,0.166,0.1,0.233
1649098768622.0002,0.133,0.2,0.166
1649099068622.0002,0.266,0.233,0.233
1649099368622.0002,0.1,0.3,0.033
1649099668622.0002,0.233,0.6,0.066
